Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress
Walking,2020-03-12 13:35:02,false,"Vienna Walking","2.90","139","00:40:31","110","133","102","156","14:00","10:27","27","39","0.71","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","40:31","0:00","0.0","0:00","No","12:37.72","3","0.0","--","--","--","--","--","--","--"
Running,2020-03-12 12:24:12,false,"Vienna - Time Trial","3.76","246","00:54:38","128","173","81","186","14:31","5:52","69","45","0.90","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","54:38","0:00","0.0","0:00","No","03:20.12","5","0.0","--","--","--","--","--","--","--"
Walking,2020-03-11 14:37:47,false,"Vienna Walking","0.87","46","00:12:09","114","122","97","196","14:00","6:41","6","7","0.73","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","12:09","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-03-10 09:08:05,false,"Vienna Walking","0.91","41","00:10:35","109","120","113","133","11:37","9:49","2","4","0.76","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:35","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-03-09 08:53:08,false,"Vienna Walking","1.00","48","00:10:27","120","130","120","148","10:27","7:58","9","2","0.81","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:27","0:00","0.0","0:00","No","00:13.87","2","0.0","--","--","--","--","--","--","--"
Walking,2020-03-07 10:29:50,false,"Vienna Walking","1.03","49","00:10:21","105","117","117","140","10:02","7:58","--","4","0.86","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:21","0:00","0.0","0:00","No","00:17.08","2","0.0","--","--","--","--","--","--","--"
Walking,2020-03-06 08:52:49,false,"Vienna Walking","0.81","45","00:10:18","116","143","111","134","12:39","9:01","11","2","0.71","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:18","0:00","0.0","0:00","No","00:04.28","2","0.0","--","--","--","--","--","--","--"
Walking,2020-03-05 17:21:21,false,"Vienna Walking","1.46","106","00:30:19","108","130","63","158","20:47","7:52","7","7","0.78","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","30:19","0:00","0.0","0:00","No","13:28.90","2","0.0","--","--","--","--","--","--","--"
Walking,2020-03-05 10:57:58,false,"Vienna Walking","0.88","51","00:12:48","98","127","79","134","14:33","7:32","3","2","0.87","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","12:48","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-03-03 20:50:37,false,"Vienna - Easy Run","4.83","259","00:26:28","178","191","180","190","5:29","4:47","36","42","1.01","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","26:28","0:00","0.0","0:00","No","04:20.01","5","0.0","--","--","--","--","--","--","--"
Walking,2020-03-01 19:00:05,false,"Vienna Walking","0.96","45","00:10:42","108","117","123","140","11:06","8:23","--","19","0.73","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:42","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-03-01 15:53:00,false,"Vienna Walking","0.95","51","00:10:42","124","136","112","237","11:17","8:35","23","--","0.79","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:42","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-03-01 11:19:09,false,"Vienna - Easy Run","6.44","371","00:41:36","168","187","176","188","6:28","3:42","20","19","0.88","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","41:36","0:00","0.0","0:00","No","02:17.55","7","0.0","--","--","--","--","--","--","--"
Walking,2020-02-29 22:06:31,false,"Vienna Walking","0.98","44","00:11:35","106","118","113","134","11:50","8:28","--","19","0.74","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","11:35","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-02-29 00:26:05,false,"Vienna Walking","1.14","56","00:15:31","108","115","96","130","13:34","6:46","2","17","0.76","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","15:31","0:00","0.0","0:00","No","04:25.63","2","0.0","--","--","--","--","--","--","--"
Yoga,2020-02-27 19:15:01,false,"Acro Yoga","0.00","199","01:30:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:30:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-02-27 08:58:46,false,"Vienna Walking","1.09","57","00:10:27","123","137","100","139","9:33","6:46","8","6","1.01","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:27","0:00","0.0","0:00","No","02:26.40","2","0.0","--","--","--","--","--","--","--"
Walking,2020-02-26 20:13:20,false,"Vienna Walking","0.90","44","00:10:19","121","169","113","234","11:25","9:24","9","2","0.77","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:19","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Gym & Fitness Equipment,2020-02-26 18:30:45,false,"Self defense","0.00","477","01:30:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:30:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-02-24 20:47:38,false,"Vienna Running","7.08","386","00:45:06","162","185","175","188","6:22","5:01","100","92","0.90","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","45:06","0:00","0.0","0:00","No","00:29.58","8","0.0","--","--","--","--","--","--","--"
Walking,2020-02-24 09:01:26,false,"Vienna Walking","1.01","62","00:13:22","117","132","95","137","13:14","7:46","12","37","0.75","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","13:22","0:00","0.0","0:00","No","02:38.11","2","0.0","--","--","--","--","--","--","--"
Running,2020-02-22 17:12:19,false,"Vienna Running","4.01","223","00:23:14","178","188","179","190","5:48","4:50","21","23","0.97","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","23:14","0:00","0.0","0:00","No","00:02.91","5","0.0","--","--","--","--","--","--","--"
Running,2020-02-22 17:00:28,false,"Vienna - Einstufungslauf","1.46","75","00:09:00.1","165","179","179","190","6:10","5:24","7","6","0.90","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","9:00.1","0:00","0.0","0:00","No","02:00.00","3","0.0","--","--","--","--","--","--","--"
Walking,2020-02-22 13:37:07,false,"Vienna Walking","1.12","71","00:20:14","101","133","78","152","18:01","9:55","10","4","0.72","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","20:14","0:00","0.0","0:00","No","06:38.92","2","0.0","--","--","--","--","--","--","--"
Running,2020-02-22 00:53:27,false,"Vienna Running","0.14","9","00:02:29.5","102","108","74","125","17:48","5:37","--","--","0.76","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","2:29.5","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-02-22 00:46:23,false,"Vienna Running","0.22","8","00:02:29.5","106","112","119","128","11:19","10:54","--","2","0.74","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","2:29.5","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-02-20 08:10:01,false,"Walk to work","0.95","49","00:09:37.1","125","156","122","132","10:05","9:33","2","2","0.81","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","9:37.1","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-02-18 19:27:50,false,"Run without Maggie","5.47","--","00:34:27","--","--","--","--","6:18","1:14","62","65","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","34:27","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-02-17 18:13:43,false,"Run with Maggie","7.31","--","00:52:59","--","--","--","--","7:15","2:09","93","91","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","52:59","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-02-14 21:51:44,false,"Night Run","6.13","--","00:38:05","--","--","--","--","6:13","1:27","75","75","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","38:05","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-02-07 13:50:40,false,"Run with Pati","5.53","--","00:42:41","--","--","--","--","7:43","1:59","37","37","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","42:41","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-01-19 18:51:49,false,"First run since ages","4.82","--","00:36:48","--","--","--","--","7:38","2:01","52","52","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","36:48","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2019-11-01 14:35:11,false,"Afternoon run","6.91","--","00:57:55","--","--","--","--","8:23","2:40","67","78","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","57:55","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Cycling,2018-10-17 17:47:15,false,"Hannover Radfahren","1.60","56","00:13:41","104","131","--","--","7.0","47.4","2","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","13:41","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2018-06-24 13:28:00,false,"Hanover Running","5.48","285","00:30:24","182","196","180","192","5:33","4:49","2","--","1.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","30:24","0:00","0.0","0:00","No","00:00.00","6","0.0","--","--","--","--","--","--","--"
Running,2018-05-18 18:49:26,false,"Hanover Running","9.81","432","00:56:56","159","190","177","190","5:48","4:15","4","6","0.97","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","56:56","0:00","0.0","0:00","No","00:00.00","10","0.0","--","--","--","--","--","--","--"
Running,2018-05-13 14:08:37,false,"Hanover Running","11.62","622","01:13:11","170","189","181","191","6:18","5:12","9","2","0.88","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:13:11","0:00","0.0","0:00","No","00:00.00","12","0.0","--","--","--","--","--","--","--"
Running,2018-05-11 19:20:38,false,"Hanover Running","11.13","545","01:05:51","173","195","179","191","5:55","4:29","12","13","0.94","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:05:51","0:00","0.0","0:00","No","00:00.00","12","0.0","--","--","--","--","--","--","--"
Running,2018-05-08 06:05:45,false,"Hanover Running","5.87","251","00:34:28","153","178","185","193","5:52","4:58","--","--","0.92","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","34:28","0:00","0.0","0:00","No","00:00.00","6","0.0","--","--","--","--","--","--","--"
Running,2018-04-27 17:18:16,false,"Hanover Running","5.90","260","00:31:05","179","194","179","196","5:16","4:46","2","--","1.06","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","31:05","0:00","0.0","0:00","No","00:00.00","6","0.0","--","--","--","--","--","--","--"
Running,2018-04-08 11:01:35,false,"Hanover Running","20.90","1,057","02:08:07","180","195","183","193","6:08","4:54","14","12","0.89","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","2:08:07","0:00","0.0","0:00","No","00:00.00","21","0.0","--","--","--","--","--","--","--"
Running,2018-04-05 18:30:50,false,"Hanover Running","9.55","497","01:01:36","174","197","177","192","6:27","5:14","--","12","0.87","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:01:36","0:00","0.0","0:00","No","00:00.00","10","0.0","--","--","--","--","--","--","--"
